Feature ID	Taxon	Confidence
03522e75ab810b8213bbbaedeafee227	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae	0.99919625428272
035e837c8c134156264a843ed033ac67	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Rikenellaceae; g__; s__	0.9910397638780196
035fd71560d8648f63b24d4541e4a60a	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__; s__	0.9979212092778105
036c0221f2b7ee2f34296010b64860c4	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__; g__; s__	0.999753783677917
036ff81f0dbcfe53654124adabf74b91	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Porphyromonadaceae; g__Parabacteroides; s__	0.9977701788105191
03906354bbd56eceb52de33b7b945039	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__Ruminococcus; s__	0.9683401207249943
0394b336fc545aa5c3854ad8e1686414	k__Bacteria; p__Firmicutes; c__Erysipelotrichi; o__Erysipelotrichales; f__Erysipelotrichaceae; g__Holdemania; s__	0.9999999737164561
039f97caf3870d5c1a628b1fb65a35bc	k__Bacteria; p__Actinobacteria; c__Coriobacteriia; o__Coriobacteriales; f__Coriobacteriaceae; g__; s__	0.999999818319696
03aa74467a73f91d1562d487bcc01282	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__; s__	0.8248966122661405
03abb3a2a0bbd8eba14554130ea3ff43	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Prevotellaceae; g__Prevotella; s__stercorea	0.9999998799942135
03ac10ae10323bdfb22e388aa39091c5	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__; s__	0.7325890403615557
03b14af12c96aad2f6ae1916e7053863	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__; s__	0.9998681446253476
03b1e3043f9669ac9858fad52a76251d	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__[Barnesiellaceae]; g__; s__	0.9930154978416322
03c4a28ba29407d9ce032b9bb48b8e1b	k__Bacteria	0.9999999649370235
03c5f22d38b6a3efcf6b7f4982ca86b2	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Rikenellaceae; g__; s__	0.9636620228389502
03d21c5405977a2d36159fb97703eb8b	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Bacteroidaceae; g__Bacteroides; s__	0.9999989932154515
03d7201201cccf8a7215ec4a326e418e	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__; s__	0.9945442178126502
03df54498c3f03d6163492a7412fe312	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae	0.9780474145547003
03e458e47536116696b0d2bddd467466	k__Bacteria; p__Cyanobacteria; c__Chloroplast; o__Streptophyta; f__; g__; s__	0.9999999846821056
03ecea8424e316189c370ef4561c4863	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae	0.9731120204112494
0406a385fa9cecdc9920c99f4f557005	k__Bacteria; p__Tenericutes; c__Mollicutes; o__RF39; f__; g__; s__	0.9999999998755271
0407cdc77ee0707e304185f90064283d	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__; s__	0.9972770571637009
042176b955abb93420332c5ef7efc73a	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Clostridium; s__clostridioforme	0.994169161801097
04353ccb47e016bec2d014804f2f9eb0	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Bifidobacteriales; f__Bifidobacteriaceae; g__Bifidobacterium; s__	0.9688515737878411
043a77156c82011bc62bdf8e7bf6d39b	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Coprococcus; s__	0.999338060763592
0443320359f546c474355f4845a11c37	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__; s__	0.8476059989343289
044d265aabddc748774b2c25b6d0e3ef	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__; s__	0.7641419419819971
045027558b5a93fc003620471bfe1cbf	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Dorea; s__longicatena	0.9993037512796182
0451102d4dea5e17a1efd83b03b02f1a	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__; g__; s__	0.953552640477572
045a9c58129013428e44d61559c4733a	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__; g__; s__	0.9298425855747483
047bbd62adb6b88b297cad4f49af5988	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__[Paraprevotellaceae]; g__Paraprevotella; s__	0.898456551648067
0482bbb94cbc5626bf40e6131516f82a	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Prevotellaceae; g__Prevotella; s__	0.988530181972111
0487d4ec6421f84fefae60081b73f191	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__; s__	0.9194117396241438
0497de54b2ff7fdb11b03dd0b0134788	k__Bacteria; p__Firmicutes; c__Erysipelotrichi; o__Erysipelotrichales; f__Erysipelotrichaceae; g__; s__	0.9989234919750024
04a7a388a7e52ece8885bf670d68ae97	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__; g__; s__	0.9908471991825015
04acc424214e054234197b664cc24d1b	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Prevotellaceae; g__Prevotella; s__copri	0.999406946287685
04c89fd74b68ceb36a72cf1606fe0e58	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__; s__	0.9989532853234137
04d599fba0fd9aef3342f94b67dae0a4	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__[Mogibacteriaceae]	0.999994849554837
04da980356e5209f5488cde9d1c76d61	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__; s__	0.9164128946185287
04e3f012cedc80745d44ce8348abe246	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__Ruminococcus; s__	0.9998605935523015
04f131f7b2c085e9bf536ec730b2ede1	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Bacteroidaceae; g__Bacteroides	0.8939937193137633
0503ef58ad3e8add3641bed8a1ddf11e	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Rikenellaceae; g__Alistipes; s__massiliensis	0.9990057897825605
050b66d8f4e02bb2fbc57a31aa8ec3d2	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Prevotellaceae; g__Prevotella; s__	0.824691986019606
050d81071aab7e5c9b6c85828108fc05	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__; s__	0.857668074689438
05104e3e7e3add8397b239c4bc14849c	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Corynebacteriaceae; g__Corynebacterium; s__	0.9999536668634579
051eb7ea488e1910b0cd9d0df8fc727e	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales	0.9998705442418303
052ac3e29d4f2a5976b45d581d403d90	k__Bacteria; p__Firmicutes; c__Erysipelotrichi; o__Erysipelotrichales; f__Erysipelotrichaceae; g__[Eubacterium]; s__biforme	0.9841998117451167
0530ef826b22036e4266385f8608b9e3	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Prevotellaceae; g__Prevotella	0.9999994428011262
0537039f0f168196a2ca47e0882234f9	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__; s__	0.8892508211000727
0544ce7255d62a2a4dc48733dd120175	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae	0.9980262109847486
054b46b4545d99fcc1774d75553ecc70	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__; s__	0.9732877350628132
056260c16af0a90a8782c448f6399f8d	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__; s__	0.9962691352760616
